index,mean_price
0,14.870092979432993
1,13.381234860168316
2,15.829174093751636
3,13.043227067778405
4,12.556834283303601
5,13.836563079460904
6,14.126995143031554
7,14.607220655404506
8,14.70281212276926
9,24.00298601730022
10,15.19932870255909
11,13.092137466851574
12,16.438047964347277
13,15.414601055987518
14,20.768546675223988
15,17.453209621303845
16,12.846574878619373
17,12.797760910599635
18,14.098084531460605
19,19.037316519415214
20,10.769613641178141
21,12.416156422375131
22,10.790442329307853
23,13.890289086665582
24,14.076550184279107
25,14.334201222648113
26,13.331025085116828
27,20.23086268392203
28,15.061748112656492
29,14.272187655250075
30,14.172484839928114
31,14.145934313803137
32,15.410424417348167
33,20.98369624941806
34,13.742030062498715
35,13.409518967856846
36,14.614787084811296
37,22.466780595774278
38,13.869261985649016
39,12.714202095542328
40,14.667253380796705
41,13.658781513765675
42,16.02157278921037
43,16.324279632255
44,11.919917887395755
45,14.514423079935844
46,16.76720959909454
47,14.807778663813947
48,13.671804687300053
49,14.614787084811296
50,14.076550184279107
51,15.84905119537357
52,12.909303485863067
53,13.89062841918144
54,19.95719019445627
55,19.80870662695219
56,18.344708545758145
57,16.200609540396357
58,11.746632167556148
59,17.931619070369624
60,13.095535376470524
61,15.47382886605387
62,21.727630039121767
63,16.54226019204904
64,17.025239531920448
65,30.763201410008005
66,12.220518951404163
67,15.56711287975024
68,19.670502973264853
69,14.44251672206488
70,14.279703523184422
71,17.453209621303845
72,14.868742107404207
73,12.048461119150678
74,12.220518951404163
75,11.816040443739265
76,16.92323670875005
77,33.674724628305555
78,13.836563079460904
79,13.890289086665582
80,20.2601528266897
81,15.442184428555535
82,15.500493755608968
83,11.278563945562908
84,12.220518951404163
85,15.943670843341659
86,15.118688338450449
87,13.70311181297613
88,12.909303485863067
89,15.138127427722607
90,12.586639815389802
91,16.774232541887557
92,12.186107031730465
93,14.30897085969052
94,15.99963135669737
95,15.181640342942666
96,19.23318381315199
97,18.677652126650756
98,29.32588421635898
99,14.77605891043831
100,23.029878916385414
101,16.392645210525806
102,13.198632639626931
103,12.57559003803847
104,15.406005822694514
105,19.197976795630126
106,17.72595368142921
107,16.178674948294727
108,15.38964563250386
109,12.630115529765806
110,13.855735859859873
111,14.272187655250075
112,11.285947311317235
113,17.446997385885243
114,14.279703523184422
115,18.751429349601246
116,16.92821456242676
117,16.665247688698585
118,20.13214089038528
119,17.496792495127348
120,18.852778935406658
121,14.483569214284945
122,20.585952441283258
123,16.652002455304267
124,17.275122743885163
125,13.447945075132033
126,20.50883395559788
127,13.98113956748657
128,16.367234017416962
129,14.237615500856185
130,18.189933546975453
131,13.623097780499663
132,11.700900863956193
133,12.048402914857613
134,12.68228982108863
135,11.486205877401208
136,15.050361099128024
137,16.836858575783545
138,14.636321431992794
139,14.098084531460605
140,13.949806613202213
141,16.35520401600482
142,20.915806557645194
143,13.808706899259723
144,12.905306880065535
145,19.568090045248457
146,15.64982767636877
147,13.658207743770026
148,14.098084531460605
149,13.761890066426398
150,17.736401831200972
151,14.614787084811296
152,14.847207760222709
153,17.156400606722425
154,13.1860516111361
155,15.159610947667803
156,12.909408772755208
157,13.775874598822403
158,23.2997626116064
159,14.113560873732727
160,12.84061730442141
161,12.991176527347765
162,13.65843384324003
163,18.369741343887725
164,18.469316943455713
165,40.987199340633026
166,22.822361126753563
167,14.0490267234049
168,29.574292549154897
169,24.26699490529297
170,14.219099914824996
171,16.788581168057835
172,16.90651608506136
173,13.27715436819434
174,20.076563557202558
175,18.65642341111672
176,12.825680672426977
177,14.076550184279107
178,22.967600200179497
179,15.943670843341659
180,13.975284086098782
181,11.816040443739265
182,16.4651987587585
183,21.77572520891607
184,14.098084531460605
185,12.777834750915032
186,19.00735419256286
187,15.02349310346777
188,17.58111724552132
189,14.614787084811296
190,16.18891393293692
191,13.526157036438201
192,15.855060987290921
193,14.076550184279107
194,12.491498488972017
195,17.788539176998565
196,11.393749380584879
197,13.072486417029193
198,13.234919214069636
199,13.062880492199161
200,13.169531863038642
201,16.030865789872433
202,22.629099647366523
203,16.730473107248518
204,13.119970843237837
205,17.800765474277565
206,10.790442329307853
207,12.071877039306447
208,12.747312209719396
209,15.288759706281697
210,14.272187655250075
211,17.459932035194964
212,16.860861247022807
213,20.454876944562496
214,17.26148394309395
215,14.558459610707576
216,20.92044970722055
217,15.080979307662908
218,16.289647920242288
219,32.72153337985316
220,18.635858293063702
221,18.23702842826419
222,15.95304845799216
223,21.21989670105817
224,32.83359055666784
225,19.684519861673024
226,16.506495806991175
227,14.614787084811296
228,19.184842305092012
229,14.614787084811296
230,13.165986445275024
231,13.55540703856132
232,14.058258664089628
233,19.426580320652757
234,12.515657535999125
235,13.177098292445432
236,19.647457281259022
237,15.452729518450832
238,13.844658605232627
239,17.530959860086597
240,16.178674948294727
241,18.87984086624491
242,19.736350256166197
243,10.790442329307853
244,13.821654439584117
245,16.788581168057835
246,15.68526693915665
247,12.43769076955663
248,14.45265022400669
249,21.712884673024337
250,21.47821114672725
251,12.747223490569635
252,14.848558632251494
253,17.260448771864052
254,10.708219501487854
255,18.403889794041564
256,19.64080638951908
257,23.53506902701061
258,20.983103858650082
259,13.450945421783643
260,12.556834283303601
261,11.989203013913967
262,16.657144026016024
263,14.42346129950368
264,19.568090045248457
265,18.831303922558128
266,14.076550184279107
267,12.909303485863067
268,11.445107072880282
269,21.474305066697468
270,22.584500864166262
271,16.95932627193805
272,13.836563079460904
273,15.359081627896284
274,17.92773253982908
275,11.795211755609554
276,12.058408015028228
277,18.00503972606294
278,15.493478370699561
279,21.74494268502315
280,19.08352312607019
281,14.098084531460605
282,14.284801313918727
283,11.19492083697275
284,15.619153886707492
285,12.402941551239026
286,22.466780595774278
287,13.62110896329647
288,19.07738935188761
289,14.30897085969052
290,17.03769258763742
291,17.151528714455633
292,11.536480942347492
293,17.532156437071716
294,11.747021670349122
295,18.79662102000755
296,15.198126973708819
297,18.476454413293364
298,13.69692687036314
299,21.727630039121767
300,14.256174235444982
301,15.080979307662908
302,15.500993038275269
303,11.493830511101063
304,14.273326169338123
305,13.658207743770026
306,14.14988982625432
307,16.836858575783545
308,19.0998900686828
309,13.890289086665582
310,14.313732749058653
311,19.976857382179418
312,18.820788605059164
313,12.925157041640237
314,13.141505190419336
315,13.938309243505008
316,12.42993222445298
317,15.564886866903228
