index,mean_price
0,24.66420174620226
1,12.08632330538888
2,-5.927444645927025
3,16.05141950264335
4,9.445980750258597
5,12.54380673321019
6,10.378850142226746
7,18.390874058638115
8,7.11988249922468
9,32.87766798573426
10,14.505322072830152
11,16.285902692645156
12,-39.38018324154804
13,45.87924239282789
14,81.74053423305281
15,22.22050229636568
16,11.858820015171645
17,12.855344388566163
18,23.49669409311833
19,-2.4824676664723917
20,8.255209985935375
21,13.996496240870476
22,8.839550312170257
23,16.665258549808563
24,12.541861435647544
25,24.80370963651166
26,12.34543848465486
27,15.83286787385529
28,12.899381984115518
29,14.871743807394658
30,8.113312105617425
31,12.822198279411642
32,10.119972707271593
33,4.117936651056111
34,30.780184776214096
35,13.397055211977793
36,13.76105418268226
37,22.036574650663095
38,12.105570227832871
39,1.4830876539624285
40,12.500216555788418
41,47.78677459304741
42,-39.342833542464945
43,62.426123373923964
44,20.862456831136136
45,-16.02412324681537
46,22.877334034219217
47,10.641828361596513
48,12.492269373508712
49,12.988648125080823
50,9.796847484158418
51,17.572475213528115
52,14.166775311167726
53,12.75580535669059
54,82.14555217070095
55,10.693465933042326
56,-25.256573753935882
57,8.427798196666808
58,15.965561099773577
59,4.981280998323697
60,17.095525344698707
61,22.128041892298967
62,30.553283459096434
63,53.506009839231446
64,14.740185859978562
65,25.21511612340826
66,12.326392959261215
67,14.815976283771846
68,19.999642920840827
69,12.500415490574849
70,16.26244309668787
71,22.22050229636568
72,15.152776884846412
73,12.299769256117868
74,11.029721982342744
75,11.295799293371122
76,72.59740822492745
77,41.349921869143756
78,13.337279727431504
79,16.665258549808563
80,40.42453845831227
81,25.383352091544914
82,13.047505334683148
83,13.918882092948476
84,11.961131523955174
85,20.02584115565754
86,25.846267484872197
87,9.722480154877138
88,14.671994040871343
89,7.237823499058827
90,9.208236508698086
91,27.53260109351707
92,13.423474365367383
93,13.545831398394292
94,35.831179630085046
95,6.006229704649833
96,31.714992340848823
97,30.931138983251945
98,27.804434761355672
99,46.11337943862586
100,34.08041879818573
101,22.089833920971554
102,15.630002310801416
103,12.5456066840778
104,21.396778253002974
105,18.411681813117042
106,9.564579809101744
107,13.33648203622975
108,3.6889215602224645
109,32.08098503734684
110,19.841691414613177
111,5.666273013102876
112,19.44437992982539
113,19.90705518220523
114,13.813138937626194
115,18.294642580731296
116,25.84584432532143
117,-6.553154931247953
118,14.790636721411568
119,10.729502041699693
120,2.901539696635554
121,11.364696021007644
122,26.731028707462315
123,11.109982648253755
124,-0.4214148520760048
125,12.649044710749012
126,48.60673210636452
127,22.22176572675731
128,56.14469244802656
129,13.983522499665208
130,17.88578301067484
131,61.2536756190173
132,9.916425547830253
133,11.202918923488047
134,10.757555731616604
135,9.324597143259618
136,13.89478314643416
137,11.387731039378078
138,16.49048252810234
139,16.275729463774915
140,-67.65145072349037
141,20.555654085315318
142,53.27216865534352
143,36.51371466710992
144,29.677380121313924
145,30.74903316317082
146,11.142786933742375
147,11.646383826636999
148,12.573829458208934
149,16.207787942901646
150,48.19927257948325
151,12.77799857140306
152,18.510111551090866
153,17.60477759118189
154,31.44564940138588
155,13.818276676100123
156,22.263242813975282
157,15.688168348865524
158,24.801433725920408
159,18.33197558726532
160,9.538957114235146
161,11.290495884636533
162,11.726523596586329
163,16.623109942679193
164,3.0495528708011364
165,49.999162331322026
166,30.001648377600176
167,16.743128549554797
168,58.016070522289695
